,fic_iServiciosViviendaLuz,fic_iServiciosViviendaAgua,Postulaciones anteriores a la UNMSM,Edad,fic_iServiciosViviendaTelefono,Tipo de preparacion universitaria,Situacion Familiar,Ingreso mensual familiar,Pago mensual de colegio,Tipo de colegio de procedencia,ES INGRESANTE?
537,1,1,4,19,1,1,0,1,0,1,SI
538,1,1,1,19,1,1,4,0,2,1,SI
539,1,1,0,18,1,4,0,1,2,1,SI
540,1,1,0,18,1,0,0,0,0,1,SI
541,1,1,1,21,1,4,0,0,0,1,SI
542,1,1,0,16,1,4,0,1,1,1,SI
543,0,0,1,11,0,4,0,3,3,1,NO
544,0,0,0,14,0,2,0,3,3,1,NO
545,1,1,0,20,0,0,4,3,3,0,SI
546,1,1,3,20,0,0,4,0,3,0,SI
547,0,0,0,15,0,0,0,3,3,1,NO
548,0,0,1,16,0,0,0,3,3,1,NO
549,0,0,0,15,0,2,0,3,3,0,NO
550,1,1,0,18,1,2,0,0,1,1,SI
551,0,0,1,17,0,4,0,3,3,1,NO
552,1,1,2,19,0,0,0,2,3,0,SI
553,1,1,1,18,0,0,0,3,3,0,SI
554,0,0,0,15,0,2,0,3,3,1,NO
555,1,1,0,18,0,0,1,3,3,0,SI
556,0,0,0,17,0,4,0,3,3,1,NO
557,0,0,0,15,0,2,0,3,3,1,NO
558,1,1,0,16,0,3,0,2,3,1,NO
559,1,1,3,18,1,0,0,0,0,1,SI
560,1,0,0,18,0,0,0,3,1,1,SI
561,0,0,0,16,0,2,0,3,3,0,NO
562,0,0,0,16,0,0,0,3,3,0,NO
563,1,0,2,22,0,0,3,2,3,0,SI
564,1,1,1,18,0,0,0,3,3,0,SI
565,1,1,0,19,1,0,0,1,0,0,SI
566,0,0,1,16,0,0,0,3,3,1,NO
567,1,1,2,17,1,0,0,3,0,1,SI
568,0,0,0,15,0,3,0,3,3,1,NO
569,0,0,0,15,0,3,0,3,3,1,NO
570,1,1,3,16,1,4,0,1,3,1,SI
571,0,0,0,15,0,2,0,3,3,1,NO
572,0,0,0,16,0,2,0,3,3,1,NO
573,1,1,0,17,1,4,0,1,0,1,NO
574,1,1,3,18,1,0,0,3,0,1,SI
575,0,0,0,17,0,3,0,3,3,1,NO
576,1,1,1,19,0,0,0,0,3,0,SI
577,0,0,0,15,0,4,0,3,3,1,NO
578,1,1,2,19,1,1,1,1,2,1,SI
579,1,1,3,22,1,0,0,1,3,0,SI
580,0,0,0,17,0,2,0,3,3,1,NO
581,1,1,0,18,1,4,1,0,3,0,SI
582,0,0,0,15,0,4,0,3,3,1,NO
583,1,1,2,19,0,2,4,2,3,0,SI
584,0,0,0,16,0,2,0,3,3,1,NO
585,1,1,0,18,0,0,0,3,0,1,SI
586,0,0,0,16,0,4,0,3,3,1,NO
587,1,1,0,17,1,3,0,0,0,1,SI
588,1,0,2,18,0,0,0,4,3,0,SI
589,0,0,0,17,0,2,0,3,3,1,NO
590,1,1,0,19,1,1,0,1,0,1,SI
591,1,1,4,19,1,4,4,1,3,0,SI
592,1,1,1,18,0,0,0,0,0,0,SI
593,1,1,1,19,1,2,0,3,0,1,SI
594,0,0,0,16,0,4,0,3,3,1,NO
595,1,1,4,19,1,0,0,3,1,1,SI
596,1,1,1,22,0,0,0,2,0,1,SI
597,1,1,1,17,1,0,0,3,0,0,SI
598,1,0,0,19,0,2,0,2,3,0,SI
599,1,1,0,18,1,0,0,1,3,0,SI
600,1,1,3,19,0,1,3,1,3,0,SI
601,1,1,1,25,0,4,1,4,3,0,SI
602,1,1,0,17,1,3,0,0,2,1,SI
603,1,1,2,19,0,0,2,3,3,0,SI
604,1,1,2,18,1,1,1,0,3,0,SI
605,0,0,0,15,0,4,0,3,3,1,NO
606,1,1,1,18,0,4,1,3,3,0,SI
607,1,1,0,15,1,2,0,0,0,1,NO
608,1,1,3,18,1,0,4,1,2,1,SI
609,0,0,0,14,0,4,0,3,3,1,NO
610,1,1,2,18,0,0,4,3,3,0,SI
611,1,1,1,18,1,0,4,2,3,0,SI
612,1,0,1,17,0,0,0,2,0,1,SI
613,1,1,1,14,1,0,0,1,1,0,NO
614,1,1,3,19,1,0,1,3,0,1,SI
615,1,1,0,18,1,4,0,3,0,1,SI
616,1,1,3,20,1,0,0,1,0,1,SI
617,0,0,0,15,0,0,0,3,3,0,NO
618,1,1,0,18,1,0,2,1,0,1,SI
619,1,1,1,19,0,4,4,1,2,1,SI
620,1,1,1,19,1,1,0,3,3,0,SI
621,1,1,3,19,0,4,0,3,3,0,SI
622,1,1,3,18,0,1,4,3,3,0,SI
623,0,0,0,17,0,2,0,3,3,1,NO
624,0,0,0,16,0,4,0,3,3,1,NO
625,0,0,0,17,0,2,0,3,3,1,NO
626,0,0,0,15,0,3,0,3,3,1,NO
627,1,1,3,20,1,0,0,3,1,1,SI
628,1,1,1,19,1,0,0,3,3,0,SI
629,1,1,2,17,0,1,0,0,1,1,SI
630,1,1,4,19,1,1,0,3,3,0,SI
631,1,0,3,20,0,1,0,3,0,1,SI
632,1,1,3,19,0,1,3,3,1,1,SI
633,1,1,2,24,1,1,0,0,0,1,SI
634,1,1,0,17,0,1,0,2,0,1,SI
635,1,1,2,19,0,1,0,1,3,0,SI
636,1,1,2,18,1,1,1,3,0,1,SI
637,0,1,4,21,0,1,0,3,3,0,SI
638,1,1,4,22,1,1,0,1,0,1,SI
639,1,1,3,22,0,1,4,3,3,0,SI
640,1,1,4,20,1,1,3,1,0,1,SI
641,1,1,2,18,0,1,0,2,3,0,SI
642,1,1,2,19,1,0,0,0,3,0,SI
643,1,1,2,21,0,0,4,3,3,0,SI
644,0,1,1,18,0,0,0,3,3,0,SI
645,0,0,0,17,0,2,0,3,3,1,NO
646,1,1,4,20,1,0,0,3,0,1,SI
647,1,1,0,17,1,2,0,1,0,1,SI
648,1,1,0,17,1,4,0,1,0,1,SI
649,1,1,1,18,1,0,0,1,3,1,SI
650,1,0,2,21,0,0,0,2,3,0,SI
651,0,0,0,16,0,3,0,3,3,1,NO
652,1,1,0,16,0,3,0,3,0,1,NO
653,1,1,0,21,1,0,4,1,0,1,SI
654,1,1,3,20,1,4,4,0,3,0,SI
655,1,1,0,16,1,3,0,2,0,1,NO
656,1,1,3,19,1,1,0,1,2,1,SI
657,0,0,0,17,0,2,0,3,3,0,NO
658,1,1,1,17,1,4,0,1,2,1,SI
659,0,0,0,15,0,2,0,3,3,1,NO
660,1,1,4,20,0,0,0,3,3,0,SI
661,0,0,0,17,0,2,0,3,3,1,NO
662,0,0,0,15,0,0,0,3,3,1,NO
663,0,0,0,14,0,4,0,3,3,1,NO
664,1,1,3,19,1,1,0,3,0,1,SI
665,1,1,0,21,1,0,0,1,3,0,SI
666,1,1,0,19,1,1,0,0,1,1,SI
667,1,1,2,19,0,0,0,0,3,0,SI
668,0,0,0,17,0,4,0,3,3,1,NO
669,0,0,1,17,0,0,0,3,3,1,NO
670,1,1,0,19,1,0,0,3,2,1,SI
671,1,1,1,19,1,0,0,1,3,0,SI
672,1,1,0,19,0,0,4,3,0,1,SI
673,1,1,2,18,0,0,0,2,3,0,SI
674,1,1,2,19,1,1,4,1,3,0,SI
675,1,1,4,23,1,1,0,1,0,0,SI
676,1,1,3,19,1,0,0,2,3,0,SI
677,1,1,0,17,1,0,0,3,3,0,SI
678,1,1,3,19,1,0,0,0,0,1,SI
679,1,1,1,18,1,0,4,3,0,1,SI
680,0,0,2,16,0,3,0,3,3,0,NO
681,1,1,1,18,1,0,0,3,3,0,SI
682,1,1,0,17,1,3,0,1,0,1,SI
683,1,1,2,20,0,0,0,3,3,1,SI
684,1,0,0,19,0,3,0,0,3,0,SI
685,1,1,2,18,0,0,4,3,0,1,SI
686,1,1,1,17,1,0,0,1,3,0,SI
687,1,1,0,18,0,3,4,0,0,1,SI
688,1,1,3,20,0,0,0,3,0,1,SI
689,1,1,0,17,0,4,0,3,3,1,NO
690,1,1,2,19,1,0,1,3,3,0,SI
691,1,1,4,21,1,4,1,3,3,0,SI
692,1,1,4,30,1,4,4,3,3,0,SI
693,1,1,1,19,1,0,4,3,3,0,SI
694,1,1,2,20,1,2,0,3,0,1,SI
695,1,1,4,19,1,4,0,1,1,1,SI
696,1,1,0,17,1,2,0,1,0,1,NO
697,1,1,1,24,0,0,2,4,3,0,SI
698,1,1,1,19,0,4,0,0,3,0,SI
699,1,1,2,19,1,2,4,0,0,1,SI
700,1,1,0,18,1,4,0,1,2,1,SI
701,1,1,2,18,1,0,0,0,0,1,SI
702,1,0,3,19,0,0,0,2,3,0,SI
703,1,1,1,19,1,1,0,0,0,1,SI
704,1,1,3,20,1,1,0,3,3,0,SI
705,1,1,3,18,1,1,0,0,0,1,SI
706,1,1,4,21,0,1,0,2,3,0,SI
707,1,1,4,20,0,1,4,3,3,0,SI
708,1,1,4,21,0,1,2,3,3,0,SI
709,1,1,4,23,0,1,4,0,3,0,SI
710,1,1,4,20,1,1,0,1,0,1,SI
711,1,1,4,19,0,1,1,3,2,1,SI
712,1,1,4,21,0,1,0,3,3,0,SI
713,1,1,4,21,0,1,0,2,0,1,SI
714,1,1,2,19,0,1,0,4,3,0,SI
715,1,1,2,19,1,0,0,3,0,1,SI
716,1,0,1,18,0,0,0,3,0,0,SI
717,1,1,0,17,1,0,0,1,0,1,NO
718,1,1,1,18,1,0,0,3,3,0,SI
719,1,1,1,18,1,0,0,0,0,1,SI
720,1,1,2,19,0,0,4,3,0,0,SI
721,1,1,2,18,1,0,0,1,1,1,SI
722,1,1,1,20,0,0,2,4,3,0,SI
723,1,1,4,20,1,4,0,1,0,1,SI
724,1,1,3,20,1,1,0,3,3,0,SI
725,1,1,2,19,1,0,0,1,3,0,SI
726,1,1,0,18,1,0,0,0,3,0,SI
727,1,1,1,17,1,0,4,1,0,1,SI
728,1,1,3,20,1,1,0,1,0,1,SI
729,1,1,0,18,0,0,2,1,3,1,SI
730,1,1,2,17,1,3,0,1,2,1,SI
731,1,1,1,20,1,0,4,3,3,0,SI
732,1,1,0,17,1,0,4,3,0,1,SI
733,1,1,0,16,1,3,0,1,1,1,NO
734,1,1,4,21,1,4,0,2,3,0,SI
735,1,1,1,19,0,0,0,3,3,0,SI
736,1,1,1,18,1,0,4,3,1,1,SI
737,1,1,3,20,1,0,0,1,3,0,SI
738,1,1,2,20,0,0,0,0,3,0,SI
739,1,1,2,20,1,0,4,3,3,0,SI
740,1,1,2,20,1,4,0,0,3,0,SI
741,1,1,3,20,1,1,0,0,0,1,SI
742,1,1,2,19,1,0,0,1,0,1,SI
743,1,1,1,18,0,0,0,2,3,0,SI
744,1,1,4,31,1,1,2,0,3,0,SI
745,1,1,2,19,1,1,0,1,0,1,SI
746,1,1,0,17,1,3,0,3,2,1,NO
747,1,1,3,19,0,0,4,3,0,1,SI
748,1,0,3,18,0,0,0,3,0,1,SI
749,1,1,2,19,1,2,1,3,3,0,SI
750,1,1,2,19,0,0,0,1,3,0,SI
751,1,1,1,18,1,0,4,3,3,0,SI
752,1,1,1,21,0,0,1,3,3,0,SI
753,1,1,0,18,0,0,0,0,0,1,SI
754,1,1,2,20,0,0,0,3,3,0,SI
755,1,1,2,18,1,0,4,1,0,1,SI
756,1,1,2,19,0,1,0,3,0,1,SI
757,0,0,0,16,0,3,0,3,3,1,NO
758,1,1,3,19,1,1,4,3,0,1,SI
759,1,1,3,18,0,1,0,0,3,0,SI
760,1,1,4,19,1,1,0,3,3,0,SI
761,1,1,3,19,1,1,1,0,1,0,SI
762,1,1,3,19,1,1,0,1,1,1,SI
763,1,1,0,21,0,1,4,4,3,0,SI
764,1,1,4,21,1,1,0,0,1,1,SI
765,1,1,2,18,1,1,0,0,1,1,SI
766,1,1,4,20,1,1,1,3,0,1,SI
767,1,1,3,19,1,1,0,1,1,1,SI
768,1,1,4,23,0,1,2,4,3,0,SI
769,1,1,4,20,1,1,4,3,1,1,SI
770,1,1,0,16,1,4,0,0,0,1,SI
771,1,1,0,19,1,0,0,3,3,0,SI
772,1,1,0,18,0,0,0,3,3,0,SI
773,1,1,1,24,1,1,4,0,0,1,SI
774,1,1,1,19,1,0,0,0,3,0,SI
775,1,1,4,21,0,0,4,3,3,0,SI
776,1,1,2,18,1,0,0,2,0,1,SI
777,1,1,3,20,0,0,0,3,3,0,SI
778,1,1,4,20,1,1,0,0,3,0,SI
779,1,1,3,18,0,0,4,2,1,1,SI
780,1,1,3,20,0,1,2,2,0,1,SI
781,1,1,0,16,1,2,0,1,2,1,SI
782,1,1,4,22,1,0,4,3,3,1,SI
783,1,1,2,19,1,0,0,4,3,0,SI
784,1,1,3,19,1,1,4,2,0,1,SI
785,1,1,3,20,0,0,3,4,3,0,SI
786,1,1,1,17,0,0,4,0,2,1,SI
787,0,0,0,17,0,0,0,3,3,1,NO
788,1,1,0,17,1,0,0,1,2,1,NO
789,1,1,1,18,0,0,4,1,0,1,SI
790,1,1,3,21,1,0,4,0,3,0,SI
791,1,1,2,19,1,0,4,1,0,1,SI
792,1,1,1,20,0,1,0,3,3,0,SI
793,1,1,4,20,1,4,0,0,0,1,SI
794,1,1,3,19,0,0,0,0,0,1,SI
795,1,1,1,18,1,0,0,1,3,0,SI
796,1,1,4,19,1,1,4,3,0,1,SI
797,1,1,0,16,1,3,4,4,0,1,NO
798,1,1,0,18,1,0,3,1,3,0,SI
799,1,1,0,17,1,4,0,1,0,1,SI
800,1,1,2,19,0,0,3,3,3,0,SI
801,1,1,2,18,1,0,0,1,2,1,SI
802,1,1,3,19,0,1,0,3,0,1,SI
803,1,1,3,19,0,0,0,3,3,0,SI
804,1,1,2,19,1,0,0,1,0,1,SI
805,1,1,2,22,0,0,4,3,0,1,SI
806,1,1,4,21,1,1,1,3,3,0,SI
807,1,1,3,23,1,0,4,3,3,0,SI
808,1,1,2,17,1,1,4,2,3,0,SI
809,1,1,0,18,0,1,0,1,0,1,SI
810,1,1,0,17,1,1,0,0,0,1,SI
811,0,0,0,16,0,2,0,3,3,1,NO
812,1,1,0,16,1,4,0,1,1,1,SI
813,0,0,0,17,0,0,0,3,3,1,NO
814,1,1,1,18,1,1,0,3,3,0,SI
815,1,1,4,21,1,1,0,3,0,1,SI
816,1,1,4,21,1,1,4,3,0,1,SI
817,1,1,2,18,1,1,0,3,0,1,SI
818,1,1,3,19,1,1,0,0,1,1,SI
819,1,1,4,20,0,1,3,0,3,0,SI
820,1,1,3,20,1,1,4,0,3,0,SI
821,1,1,2,17,1,0,0,1,2,1,SI
822,1,1,3,23,0,4,0,3,3,0,SI
823,1,1,4,20,1,1,4,1,3,0,SI
824,1,1,3,19,0,0,4,1,1,1,SI
825,1,1,0,17,0,3,4,3,1,1,SI
826,1,1,2,19,0,1,4,0,0,1,SI
827,1,1,1,20,1,0,4,2,3,0,SI
828,1,1,2,18,1,0,0,3,3,1,SI
829,1,1,2,20,0,0,0,0,3,0,SI
830,1,1,4,22,0,0,0,0,3,0,SI
831,0,0,0,16,0,2,0,3,3,1,NO
832,1,1,4,19,1,4,0,0,3,0,SI
833,1,1,2,19,0,0,0,4,3,0,SI
834,1,1,1,18,0,0,0,3,3,0,SI
835,1,1,0,18,0,0,4,1,0,1,SI
836,1,1,1,19,0,0,0,3,3,0,SI
837,1,1,1,18,1,0,0,1,0,1,SI
838,1,1,2,19,1,0,0,0,3,0,SI
839,1,1,4,19,1,0,0,3,3,0,SI
840,1,1,0,17,1,2,4,3,1,1,SI
841,1,1,3,19,1,0,3,1,2,1,SI
842,1,1,2,18,1,0,0,1,0,1,SI
843,1,1,2,17,0,0,0,0,3,0,SI
844,1,1,3,21,1,0,0,0,3,0,SI
845,1,1,1,18,1,1,4,1,1,1,SI
846,1,1,3,22,1,1,0,1,0,1,SI
847,1,1,3,19,1,1,0,0,0,1,SI
848,1,1,4,18,1,1,4,1,2,1,SI
849,0,1,1,17,0,1,4,3,3,1,SI
850,1,1,3,20,0,1,0,2,3,0,SI
851,1,1,2,21,0,1,0,3,2,1,SI
852,1,0,1,18,0,1,4,3,0,1,SI
853,1,1,4,21,1,1,0,1,0,1,SI
854,1,1,4,21,1,1,0,0,3,0,SI
855,1,1,2,18,1,1,4,2,0,1,SI
856,1,1,0,16,0,3,1,0,1,1,NO
857,1,1,0,17,1,2,0,3,0,1,SI
858,1,1,4,21,1,0,1,3,0,0,SI
859,1,1,1,19,1,0,1,3,0,1,SI
860,1,1,4,21,0,1,0,3,3,0,SI
861,1,1,4,28,0,0,4,4,3,0,SI
862,1,1,3,18,0,0,0,0,3,0,SI
863,1,1,1,19,1,0,4,0,0,1,SI
864,1,1,3,20,1,1,0,1,3,0,SI
865,1,1,0,18,0,0,0,1,0,1,SI
866,1,1,3,23,1,0,1,3,3,0,SI
867,0,0,1,16,0,4,0,3,3,0,NO
868,1,1,0,19,1,0,4,1,2,1,SI
869,1,1,2,19,1,0,0,2,3,0,SI
870,1,1,1,20,1,0,4,3,3,0,SI
871,1,1,3,19,0,0,4,3,0,1,SI
872,1,1,2,20,1,0,0,0,3,0,SI
873,1,1,1,18,1,1,0,0,1,1,SI
874,1,1,3,19,1,0,0,0,0,1,SI
875,1,1,1,19,1,0,0,0,0,1,SI
876,1,1,2,18,1,0,0,3,0,1,SI
877,1,1,3,19,0,0,0,2,3,0,SI
878,1,1,1,17,1,1,0,1,3,0,SI
879,0,0,0,17,0,2,0,3,3,1,NO
880,1,1,0,24,1,4,4,2,1,1,SI
881,1,1,1,18,1,0,0,1,3,0,SI
882,1,1,4,22,0,1,4,3,3,0,SI
883,1,1,2,20,1,0,0,3,3,0,SI
884,1,1,1,21,0,0,1,2,3,0,SI
885,1,1,3,19,1,1,0,2,0,1,SI
886,1,1,2,19,1,0,0,2,0,1,SI
887,1,1,0,17,1,4,3,1,3,1,NO
888,1,1,3,25,1,1,4,1,3,0,SI
889,1,1,1,25,1,0,0,1,0,1,SI
890,1,1,1,18,1,0,4,3,1,1,SI
891,1,1,3,20,1,0,0,0,0,1,SI
892,1,1,4,25,1,1,0,3,0,1,SI
893,1,1,3,20,1,0,4,0,1,1,SI
894,1,1,4,21,1,0,0,0,3,0,SI
895,1,1,2,19,0,0,4,2,3,0,SI
896,1,1,4,19,1,0,0,1,1,1,SI
897,1,1,0,17,0,3,0,0,0,1,NO
898,1,1,3,23,1,1,2,0,0,1,SI
899,1,1,2,20,1,0,4,3,3,0,SI
900,1,1,1,18,1,0,0,0,0,1,SI
901,1,1,4,23,1,0,0,2,3,0,SI
902,1,0,1,19,0,0,0,2,3,0,SI
903,1,1,4,25,1,0,0,3,3,1,SI
904,1,1,4,26,1,4,0,1,0,1,SI
905,1,1,2,20,0,1,0,0,3,0,SI
906,1,1,4,22,0,1,0,1,3,0,SI
907,1,1,2,17,1,1,0,1,2,1,SI
908,1,1,0,18,1,0,0,3,3,0,SI
909,1,1,2,19,1,0,4,1,3,0,SI
910,1,1,3,20,0,1,0,0,3,0,SI
911,1,1,3,20,0,1,0,3,3,0,SI
912,1,1,1,19,0,0,0,0,3,0,SI
913,1,1,0,17,0,3,0,1,1,1,SI
914,1,1,4,22,1,1,0,1,0,1,SI
915,1,1,1,19,1,0,4,1,3,0,SI
916,0,0,0,16,0,0,0,3,3,1,NO
917,1,1,1,17,1,1,0,1,2,1,SI
918,1,1,2,21,0,0,0,3,3,0,SI
919,0,0,0,17,0,3,0,3,3,1,NO
920,1,1,4,19,1,1,4,3,3,0,SI
921,0,1,4,21,0,1,3,4,3,0,SI
922,1,0,0,18,0,0,0,0,0,1,SI
923,0,0,0,15,0,0,0,3,3,1,NO
924,1,1,3,21,0,0,4,3,0,1,SI
925,1,1,3,18,1,0,0,1,0,1,SI
926,1,1,2,18,0,1,0,2,0,1,SI
927,1,1,1,17,1,0,0,1,3,0,SI
928,1,1,1,20,0,0,0,0,3,0,SI
929,1,1,2,20,0,4,4,3,3,0,SI
930,1,1,4,19,0,0,0,0,0,1,SI
931,1,1,0,17,0,0,0,3,0,1,SI
932,1,1,1,18,0,0,0,1,3,0,SI
933,1,1,0,18,1,1,4,0,0,1,SI
934,1,1,4,19,1,1,0,3,0,1,SI
935,1,1,0,17,1,4,0,0,1,1,SI
936,1,1,0,18,1,1,0,0,3,0,SI
937,1,1,4,19,0,0,4,3,0,1,SI
938,1,1,4,27,0,1,0,0,3,1,SI
939,1,1,4,22,1,0,0,1,3,0,SI
940,1,1,0,18,0,0,0,2,3,0,SI
941,1,1,1,18,1,0,2,0,0,1,SI
942,1,0,3,19,0,0,0,3,3,0,SI
943,1,1,2,19,0,0,4,3,3,0,SI
944,1,0,3,19,0,0,0,1,0,1,SI
945,1,1,3,19,0,1,4,3,0,1,SI
946,1,1,3,20,0,0,2,2,3,0,SI
947,1,1,0,17,1,4,0,1,2,1,SI
948,1,1,1,19,1,0,0,3,3,0,SI
949,1,1,1,18,0,0,4,4,3,0,SI
950,1,1,2,19,1,0,1,0,3,0,SI
951,1,1,2,20,0,0,0,3,3,1,SI
952,1,1,2,19,0,0,0,0,3,0,SI
953,1,1,2,19,1,0,0,2,3,0,SI
954,1,1,4,21,0,1,1,2,0,1,SI
955,1,1,3,21,1,1,0,3,0,1,SI
956,1,1,2,20,1,1,0,1,3,0,SI
957,1,1,2,18,0,1,0,4,3,0,SI
958,1,0,2,19,0,1,0,2,3,0,SI
959,1,1,4,21,0,1,0,3,3,0,SI
960,1,1,3,21,0,1,0,0,3,0,SI
961,1,1,3,19,1,1,4,3,0,1,SI
962,1,1,2,18,1,1,4,3,0,1,SI
963,1,1,2,18,1,1,0,3,1,1,SI
964,1,1,4,21,1,1,0,1,3,0,SI
965,1,1,2,20,1,1,0,1,0,1,SI
966,1,1,1,18,1,0,0,3,1,1,SI
967,1,1,0,16,0,4,0,0,0,1,SI
968,1,1,0,17,1,0,4,3,3,1,SI
969,1,1,2,18,1,1,2,1,0,1,SI
970,1,1,4,19,1,1,0,1,3,0,SI
971,1,1,4,21,1,1,0,0,3,0,SI
972,1,1,4,19,0,1,0,3,3,0,SI
973,1,1,1,18,1,0,1,0,1,1,SI
974,1,1,0,16,1,3,0,1,2,1,SI
975,1,1,2,20,1,0,0,1,1,1,SI
976,1,1,2,18,0,0,0,3,3,0,SI
977,1,1,2,18,0,0,1,0,0,1,SI
978,0,0,0,17,0,2,0,3,3,1,NO
979,1,1,2,20,0,1,4,3,0,1,SI
980,1,1,2,18,1,1,0,0,3,0,SI
981,1,1,2,19,1,4,0,1,0,1,SI
982,0,0,0,17,0,2,0,3,3,1,NO
983,1,1,1,19,1,0,1,3,0,1,SI
984,1,1,1,18,0,0,4,3,3,0,SI
985,1,1,2,18,0,1,4,0,1,1,SI
986,0,0,1,21,0,1,0,3,3,0,NO
987,1,1,0,18,1,0,0,1,0,1,SI
988,1,1,2,18,0,0,0,3,3,0,SI
989,1,1,3,19,1,1,0,3,3,0,SI
990,1,1,1,18,1,0,0,1,3,0,SI
991,1,1,1,18,0,0,0,0,3,0,SI
992,1,1,3,19,1,0,0,1,2,1,SI
993,1,1,1,18,1,1,1,1,2,1,SI
994,1,1,1,19,1,4,0,1,0,1,SI
995,1,1,2,17,1,4,0,0,0,1,NO
996,1,1,1,21,1,4,1,0,0,1,SI
997,1,1,0,17,1,0,4,0,0,1,SI
998,1,1,3,20,0,0,0,3,0,1,SI
999,1,1,4,21,1,1,0,3,3,1,SI
1000,1,1,3,20,0,0,0,3,3,0,SI
1001,1,1,4,20,0,0,3,2,3,0,SI
1002,1,1,1,19,1,0,0,0,1,1,SI
1003,1,1,4,19,0,1,0,0,0,1,SI
1004,1,1,1,19,1,1,0,1,0,1,SI
1005,1,1,4,20,0,1,0,3,0,1,SI
1006,1,1,1,17,1,1,0,3,0,1,SI
1007,1,1,4,21,1,1,0,0,3,0,SI
1008,1,1,3,19,1,1,0,0,0,1,SI
1009,1,1,2,18,1,1,0,0,0,1,SI
1010,1,1,1,18,1,1,4,2,3,0,SI
1011,1,1,4,22,1,1,0,1,3,0,SI
1012,1,1,0,17,1,0,0,1,0,1,SI
1013,1,0,1,18,0,0,4,2,0,1,SI
1014,0,0,0,18,0,2,0,3,3,1,NO
1015,1,1,2,18,0,0,0,3,3,0,SI
1016,1,1,0,18,1,0,0,1,0,1,SI
1017,1,1,4,19,0,1,0,2,3,0,SI
1018,1,1,3,22,0,4,0,3,3,0,SI
1019,1,1,2,18,0,1,0,1,3,0,SI
1020,1,1,2,22,0,4,4,3,0,1,SI
1021,1,1,0,17,0,3,0,0,0,1,SI
1022,1,1,1,23,1,0,0,0,0,1,SI
1023,1,1,1,18,1,0,4,0,0,1,SI
1024,1,1,2,19,0,0,0,4,3,0,SI
1025,1,1,3,20,0,4,0,3,3,0,SI
1026,1,1,0,17,0,0,0,2,0,1,SI
1027,1,1,2,24,1,0,0,0,3,0,SI
1028,1,1,1,17,0,0,3,1,3,0,SI
1029,1,1,2,18,1,1,0,0,0,1,SI
1030,1,1,3,20,0,4,4,3,3,0,SI
1031,1,1,2,17,1,0,0,0,3,0,SI
1032,1,1,2,21,0,0,4,2,3,0,SI
1033,1,1,2,17,1,0,4,3,0,1,SI
1034,1,1,4,20,1,0,1,1,0,1,SI
1035,1,1,4,18,1,2,0,1,1,1,SI
1036,0,0,1,15,0,0,0,3,3,1,NO
1037,1,1,0,22,0,4,3,2,3,0,SI
1038,1,1,2,20,1,1,1,2,0,1,SI
1039,1,1,2,19,1,0,1,0,0,1,SI
1040,1,1,3,20,1,0,4,0,0,1,SI
1041,1,1,4,19,1,1,0,1,3,0,SI
1042,1,1,1,18,1,0,0,1,0,1,SI
1043,0,0,0,17,0,2,0,3,3,1,NO
1044,1,1,4,31,1,4,0,4,3,0,SI
1045,1,1,4,20,0,4,4,2,3,0,SI
1046,1,1,0,17,1,4,0,1,2,1,SI
1047,1,1,1,18,1,1,0,1,0,1,SI
1048,1,1,3,17,1,1,0,1,2,1,SI
1049,1,1,1,17,1,1,0,1,2,1,SI
1050,1,0,4,20,0,1,0,0,3,0,SI
1051,1,1,4,20,1,1,0,0,0,1,SI
1052,1,1,3,21,1,1,0,0,3,0,SI
1053,1,1,4,21,1,1,0,3,0,1,SI
1054,1,1,3,20,1,1,0,0,0,1,SI
1055,1,1,1,17,1,1,4,3,0,1,SI
1056,1,1,4,19,1,1,1,1,3,0,SI
1057,1,1,4,19,1,1,2,0,0,1,SI
1058,1,1,2,17,1,1,0,0,2,1,SI
1059,1,1,4,20,1,1,4,1,1,1,SI
1060,1,0,1,17,0,0,0,3,3,0,SI
1061,1,1,0,18,0,0,1,1,3,1,SI
1062,1,1,3,18,0,1,2,0,1,0,SI
1063,1,1,1,18,1,0,0,3,3,1,SI
1064,1,1,0,18,1,0,0,3,1,1,SI
1065,1,1,4,19,1,0,0,0,3,0,SI
1066,1,1,3,19,1,0,0,2,3,0,SI
1067,1,1,0,16,1,4,3,1,2,1,SI
1068,0,0,0,17,0,3,0,3,3,1,NO
1069,1,1,3,20,0,4,0,3,3,0,SI
1070,1,1,4,21,0,1,1,2,3,0,SI
1071,0,0,0,15,0,0,0,3,3,0,NO
1072,1,1,2,17,1,1,0,0,3,0,SI
1073,1,1,0,18,1,0,0,0,3,0,SI
1074,1,1,2,19,1,0,0,3,3,0,SI
1075,1,1,0,16,0,4,0,2,1,1,SI
1076,1,1,3,19,0,1,2,3,3,0,SI
1077,1,1,3,20,0,0,3,3,1,1,SI
1078,1,1,2,18,1,0,4,3,3,0,SI
1079,1,1,2,19,1,0,0,0,0,1,SI
1080,1,1,0,17,1,0,0,1,1,1,SI
1081,1,1,4,22,0,0,0,2,3,0,SI
1082,1,1,3,21,1,1,0,3,3,0,SI
1083,1,1,1,22,1,4,1,3,0,1,SI
1084,1,1,0,20,0,0,1,2,3,0,SI
1085,1,1,3,20,1,0,0,1,3,0,SI
1086,1,1,2,17,1,1,0,3,1,1,SI
