,fic_iServiciosViviendaLuz,fic_iServiciosViviendaAgua,Postulaciones anteriores a la UNMSM,Edad,fic_iServiciosViviendaTelefono,Tipo de preparacion universitaria,Situacion Familiar,Ingreso mensual familiar,Pago mensual de colegio,Tipo de colegio de procedencia,ES INGRESANTE?
1087,1,1,2,20,0,0,4,2,3,0,SI
1088,1,1,3,20,1,0,0,0,0,1,SI
1089,1,1,0,18,1,0,1,2,3,0,SI
1090,1,1,0,18,0,3,4,4,3,0,SI
1091,1,1,4,21,1,4,0,0,3,0,SI
1092,1,1,1,19,1,1,0,0,0,1,SI
1093,1,1,3,21,0,1,1,3,0,1,SI
1094,1,1,4,22,1,1,0,0,3,0,SI
1095,1,1,4,24,1,1,0,1,2,1,SI
1096,1,1,4,19,1,1,4,0,0,1,SI
1097,1,1,4,20,1,1,0,1,0,1,SI
1098,1,1,4,22,0,1,0,2,3,0,SI
1099,1,1,4,25,1,1,4,1,3,0,SI
1100,1,1,3,19,1,0,0,3,0,1,SI
1101,1,1,3,18,0,0,0,3,3,0,SI
1102,1,1,3,21,1,1,0,0,0,1,SI
1103,1,1,4,19,0,0,3,2,3,0,SI
1104,1,1,3,20,0,0,0,0,3,0,SI
1105,1,1,1,18,1,0,0,0,3,1,SI
1106,1,1,3,18,1,0,4,2,0,1,SI
1107,1,1,2,20,1,0,0,0,2,1,SI
1108,1,1,4,25,0,0,0,3,3,0,SI
1109,1,1,1,18,1,0,0,3,3,0,SI
1110,1,1,2,18,0,0,3,3,3,0,SI
1111,1,1,2,17,1,4,0,1,2,1,SI
1112,1,1,2,18,1,0,0,0,1,1,SI
1113,1,1,2,19,1,1,0,1,1,1,SI
1114,1,1,3,21,1,1,0,3,3,0,SI
1115,1,1,1,19,0,0,0,3,3,1,SI
1116,1,1,2,18,0,4,2,3,3,0,SI
1117,1,1,4,22,0,0,1,3,3,0,SI
1118,1,1,3,19,1,0,0,3,3,0,SI
1119,1,1,0,18,1,1,0,2,0,1,SI
1120,1,1,4,25,0,1,4,3,0,1,SI
1121,1,1,3,23,1,4,0,1,0,1,SI
1122,1,1,1,19,0,0,3,2,3,0,SI
1123,1,0,0,17,0,1,0,0,0,1,SI
1124,0,0,0,16,0,3,0,3,3,1,NO
1125,1,1,4,22,1,4,0,1,0,1,SI
1126,1,1,1,18,1,0,0,1,0,1,SI
1127,1,1,3,18,1,1,0,1,2,1,SI
1128,1,1,3,19,0,1,0,3,3,0,SI
1129,1,1,3,20,1,1,3,3,3,0,SI
1130,1,1,2,19,1,1,0,3,0,1,SI
1131,1,1,4,20,1,1,0,1,0,1,SI
1132,1,1,2,19,0,1,4,3,3,0,SI
1133,1,1,4,21,0,1,1,2,3,0,SI
1134,1,1,2,18,1,0,4,3,0,1,SI
1135,1,1,0,16,0,4,0,1,0,1,SI
1136,1,1,0,17,1,2,0,3,0,1,NO
1137,0,0,0,15,0,4,0,3,3,1,NO
1138,1,1,1,17,0,0,0,0,3,0,SI
1139,1,1,3,19,1,1,0,0,3,0,SI
1140,1,1,2,18,0,0,4,3,0,1,SI
1141,1,1,0,17,1,3,0,3,2,1,SI
1142,1,1,2,19,1,1,4,0,3,0,SI
1143,1,1,1,19,0,0,0,3,3,0,SI
1144,1,1,0,16,0,0,0,1,1,1,SI
1145,1,1,2,19,0,0,4,3,3,0,SI
1146,0,0,2,17,0,4,0,3,3,1,NO
1147,1,1,1,18,0,1,0,2,3,0,SI
1148,1,1,1,19,0,0,4,3,3,0,SI
1149,1,1,2,19,0,0,0,2,3,0,SI
1150,1,1,1,20,0,0,0,3,3,0,SI
1151,0,0,1,17,0,4,0,3,3,1,NO
1152,1,1,0,17,1,0,4,1,2,1,SI
1153,1,1,1,20,1,0,0,3,0,1,SI
1154,1,1,2,19,1,0,4,1,3,0,SI
1155,1,1,3,19,0,4,0,0,3,0,SI
1156,1,1,3,20,1,0,0,1,2,1,SI
1157,1,1,0,17,1,2,0,0,2,1,NO
1158,1,1,4,22,1,0,1,3,3,0,SI
1159,1,1,1,18,1,0,4,0,2,1,SI
1160,1,1,2,17,1,0,4,1,0,1,SI
1161,1,1,4,22,1,0,0,1,0,1,SI
1162,1,1,4,19,1,0,0,2,0,1,SI
1163,1,1,0,18,1,0,0,1,1,1,SI
1164,1,1,3,19,1,0,0,2,3,0,SI
1165,1,1,0,17,1,0,0,3,0,1,NO
1166,1,1,4,19,1,0,0,1,0,1,SI
1167,1,1,0,16,0,3,0,3,2,1,NO
1168,1,1,1,19,1,0,0,3,3,0,SI
1169,1,1,1,23,0,0,4,3,3,1,SI
1170,0,0,3,19,0,1,0,3,3,1,NO
1171,1,1,4,20,1,4,0,1,1,1,SI
1172,1,1,4,20,1,1,0,0,1,1,SI
1173,1,1,3,21,1,1,0,0,3,1,SI
1174,1,1,4,19,1,0,0,3,1,1,SI
1175,1,1,0,17,1,0,0,3,3,0,SI
1176,1,1,3,20,1,1,0,1,2,1,SI
1177,1,1,1,19,1,1,0,1,0,1,SI
1178,1,1,3,20,0,1,2,3,3,0,SI
1179,1,1,1,18,1,1,0,0,3,0,SI
1180,1,1,1,18,1,1,0,1,3,0,SI
1181,1,1,2,20,0,1,3,3,3,1,SI
1182,1,1,4,19,0,1,3,1,0,1,SI
1183,1,1,2,23,1,1,1,0,0,1,SI
1184,1,1,3,20,1,1,0,3,3,0,SI
1185,1,1,3,26,0,1,0,3,3,0,SI
1186,1,1,3,19,0,1,4,3,0,1,SI
1187,1,1,4,21,0,1,0,3,3,0,SI
1188,1,1,1,17,1,1,0,1,0,1,SI
1189,1,1,1,17,1,0,0,0,2,1,SI
1190,1,1,1,17,1,4,0,1,0,1,SI
1191,1,1,0,19,0,0,0,3,0,1,SI
1192,0,0,0,17,0,0,0,3,3,1,NO
1193,1,1,1,19,0,0,4,2,0,1,SI
1194,1,1,2,20,0,1,0,3,3,0,SI
1195,1,1,1,18,1,0,0,3,3,0,SI
1196,1,1,3,18,0,4,1,1,2,1,SI
1197,1,1,1,17,1,0,0,1,3,1,SI
1198,1,1,2,21,0,0,0,3,0,1,SI
1199,1,1,1,18,0,2,0,0,3,1,SI
1200,1,1,0,18,1,0,1,3,1,1,SI
1201,1,1,3,19,1,0,0,0,3,0,SI
1202,1,1,3,18,1,0,0,1,0,1,SI
1203,1,1,3,20,1,0,0,0,0,1,SI
1204,1,1,4,20,0,1,4,3,3,1,SI
1205,1,1,4,21,0,1,0,0,3,1,SI
1206,1,1,4,20,1,1,4,1,1,1,SI
1207,1,1,2,21,0,4,4,0,3,1,SI
1208,1,1,2,21,0,0,3,4,3,0,SI
1209,1,1,2,19,0,0,0,2,0,1,SI
1210,1,1,0,19,1,0,0,3,1,1,SI
1211,1,1,3,20,1,0,3,1,3,0,SI
1212,1,1,3,20,0,0,3,3,3,0,SI
1213,1,1,0,17,1,3,4,3,1,1,SI
1214,1,1,0,17,1,4,0,1,2,1,NO
1215,1,1,1,19,0,4,1,3,3,0,SI
1216,1,1,3,20,0,0,0,3,3,0,SI
1217,1,1,0,19,0,0,4,2,3,1,SI
1218,1,1,1,18,1,0,4,0,1,1,SI
1219,1,1,3,19,1,0,0,1,1,1,SI
1220,1,1,2,19,0,0,0,1,3,0,SI
1221,1,1,3,22,1,0,0,3,0,1,SI
1222,1,1,0,19,1,0,0,1,1,1,SI
1223,1,1,4,19,1,1,0,3,0,1,SI
1224,1,1,1,21,0,1,4,1,0,1,SI
1225,1,1,4,20,1,1,0,3,1,1,SI
1226,1,1,3,20,1,1,3,1,0,1,SI
1227,0,1,2,18,0,1,0,2,3,0,SI
1228,1,1,3,19,0,1,4,1,0,1,SI
1229,1,1,3,19,0,1,4,0,1,1,SI
1230,1,1,1,19,1,1,4,3,3,0,SI
1231,0,1,4,25,0,1,4,3,3,0,SI
1232,1,1,2,19,1,1,4,2,1,1,SI
1233,1,1,4,25,1,1,0,3,3,0,SI
1234,1,1,4,20,0,1,1,0,1,1,SI
1235,1,1,0,17,1,1,0,3,3,0,SI
1236,1,1,0,18,1,0,1,0,0,1,SI
1237,1,1,2,19,1,4,0,3,0,0,SI
1238,1,1,4,19,1,0,0,0,0,1,SI
1239,1,1,4,19,1,1,0,3,0,1,SI
1240,1,1,4,18,1,0,0,3,1,1,SI
1241,1,1,1,18,1,0,4,2,3,0,SI
1242,1,1,1,17,0,1,4,3,3,0,SI
1243,1,1,1,18,1,1,0,1,0,1,SI
1244,1,1,2,19,1,0,0,3,3,0,SI
1245,1,1,4,27,1,0,0,3,0,1,SI
1246,1,1,2,18,1,0,0,1,1,1,SI
1247,1,1,3,19,1,0,4,3,1,1,SI
1248,1,1,1,18,1,1,0,1,2,1,SI
1249,1,1,2,18,1,0,0,1,2,1,SI
1250,1,1,3,19,1,0,0,0,3,0,SI
1251,1,1,1,18,1,2,0,0,3,1,SI
1252,1,1,2,19,1,0,0,1,3,0,SI
1253,1,1,0,16,1,2,0,1,0,1,NO
1254,1,1,1,19,0,1,0,3,3,0,SI
1255,1,1,4,21,1,1,1,3,0,1,SI
1256,1,1,2,23,0,0,0,3,3,0,SI
1257,1,1,1,19,0,0,0,3,0,1,SI
1258,1,1,2,18,1,0,0,3,3,0,SI
1259,1,1,2,18,1,3,0,0,3,0,SI
1260,1,1,0,16,1,2,0,3,1,1,SI
1261,1,1,3,19,0,0,4,3,0,0,SI
1262,1,1,3,19,0,0,4,3,3,0,SI
1263,1,1,3,19,1,0,4,3,3,0,SI
1264,1,1,4,22,0,0,0,0,3,0,SI
1265,1,1,0,19,1,0,0,3,3,0,SI
1266,1,1,2,19,0,0,0,0,0,0,SI
1267,1,1,2,22,1,2,0,1,0,1,SI
1268,1,0,1,18,0,0,3,3,0,1,SI
1269,1,1,0,16,1,3,0,1,0,1,SI
1270,1,1,1,19,1,0,0,0,3,0,SI
1271,1,1,4,20,0,4,0,3,3,0,SI
1272,1,1,2,19,1,0,0,1,1,1,SI
1273,1,1,4,21,0,0,0,3,3,0,SI
1274,1,1,1,17,1,4,4,1,0,1,SI
1275,1,1,2,18,0,0,0,2,3,0,SI
1276,1,1,2,18,1,1,0,3,0,1,SI
1277,1,1,2,23,1,0,0,3,0,1,SI
1278,1,1,3,21,1,1,1,0,0,1,SI
1279,1,1,1,21,1,0,4,1,1,1,SI
1280,1,1,0,16,1,2,0,0,0,1,SI
1281,1,1,4,20,1,0,4,1,1,1,SI
1282,1,1,4,18,1,1,0,1,0,1,SI
1283,1,1,1,18,1,1,0,1,2,1,SI
1284,1,1,2,19,1,1,0,0,3,0,SI
1285,1,1,2,17,1,1,0,3,0,1,SI
1286,1,1,4,22,1,1,0,3,3,0,SI
1287,1,1,3,18,1,1,2,1,0,1,SI
1288,1,1,4,19,1,1,1,1,0,1,SI
1289,1,1,3,32,0,1,1,0,3,0,SI
1290,1,1,4,19,0,1,0,3,0,1,SI
1291,1,1,2,19,1,1,4,0,3,0,SI
1292,1,1,0,18,1,1,4,3,3,0,SI
1293,1,1,2,18,1,0,0,1,3,0,SI
1294,1,1,3,20,1,0,4,2,3,0,SI
1295,1,1,0,16,1,3,0,1,0,1,NO
1296,1,1,2,19,0,1,0,0,0,1,SI
1297,1,1,0,17,0,0,4,1,0,1,SI
1298,1,1,4,19,1,1,0,1,2,1,SI
1299,1,1,1,17,1,1,4,3,3,0,SI
1300,1,1,1,17,0,0,4,3,0,1,SI
1301,1,1,1,18,1,0,0,3,3,0,SI
1302,1,1,0,18,1,0,0,3,0,1,SI
1303,1,1,2,20,1,0,0,0,3,0,SI
1304,1,1,0,17,1,0,0,1,0,1,SI
1305,1,1,2,19,1,0,0,1,0,1,SI
1306,0,0,0,17,0,4,0,3,3,1,NO
1307,1,1,1,17,1,1,4,2,0,1,SI
1308,1,1,2,18,1,3,4,2,2,1,SI
1309,1,1,3,18,1,0,4,1,0,1,SI
1310,1,1,4,20,1,0,4,3,0,1,SI
1311,1,1,3,18,1,0,0,2,3,0,SI
1312,1,1,4,25,0,4,4,0,0,1,SI
1313,1,1,0,17,1,0,0,3,3,1,SI
1314,1,1,1,17,0,4,0,3,0,1,SI
1315,1,1,3,20,0,0,2,4,3,0,SI
1316,1,1,2,19,1,1,4,3,0,1,SI
1317,1,1,3,20,1,0,0,3,3,0,SI
1318,0,0,0,17,0,4,0,3,3,1,NO
1319,1,1,0,18,1,0,4,1,3,0,SI
1320,1,1,2,19,1,0,0,0,0,1,SI
1321,1,1,2,19,1,1,0,1,0,1,SI
1322,1,1,2,18,0,0,4,3,0,1,SI
1323,1,1,1,19,1,0,4,0,3,0,SI
1324,1,1,1,18,1,1,0,1,1,1,SI
1325,1,1,4,22,1,0,4,3,3,0,SI
1326,1,1,2,18,1,0,0,3,3,0,SI
1327,1,1,4,22,1,0,0,0,0,0,SI
1328,1,1,1,18,1,0,4,3,0,1,SI
1329,1,1,2,18,1,0,0,3,3,0,SI
1330,1,1,1,17,1,0,0,3,0,1,SI
1331,1,1,1,17,1,1,0,3,3,0,SI
1332,1,1,2,18,1,1,0,2,0,1,SI
1333,1,1,2,19,1,1,0,3,1,1,SI
1334,1,1,4,21,1,1,4,1,0,1,SI
1335,1,1,3,20,1,1,4,2,0,1,SI
1336,1,1,1,18,1,1,0,1,1,1,SI
1337,1,1,4,20,0,1,0,3,3,0,SI
1338,1,1,2,20,1,1,4,1,1,1,SI
1339,1,1,3,19,0,1,0,3,0,1,SI
1340,1,1,4,22,1,1,0,1,0,1,SI
1341,1,1,3,19,0,1,0,3,3,1,SI
1342,1,1,1,19,1,0,0,1,3,0,SI
1343,1,1,1,19,0,0,0,0,3,0,SI
1344,1,1,1,21,0,4,4,3,3,1,SI
1345,1,1,4,22,1,0,0,3,0,1,SI
1346,1,1,1,16,0,0,4,2,0,1,SI
1347,1,1,2,18,1,0,0,1,0,1,SI
1348,1,1,2,19,0,0,4,3,3,0,SI
1349,1,1,1,18,1,0,0,1,1,1,SI
1350,1,1,0,16,1,3,0,3,2,1,SI
1351,1,1,1,19,1,0,0,0,0,0,SI
1352,1,1,3,20,0,1,0,2,0,1,SI
1353,1,0,1,17,0,0,0,2,3,0,SI
1354,1,1,3,20,0,0,0,1,3,0,SI
1355,1,1,0,17,0,0,0,0,0,1,SI
1356,1,1,4,19,0,1,0,3,3,0,SI
1357,1,1,2,19,1,0,0,1,0,1,SI
1358,1,1,4,19,1,0,0,1,0,1,SI
1359,1,1,2,19,1,0,0,0,0,1,SI
1360,1,1,1,19,1,1,0,3,3,0,SI
1361,1,1,2,18,1,0,0,0,0,1,SI
1362,1,1,3,21,1,1,4,1,3,0,SI
1363,1,1,1,18,1,1,0,1,2,1,SI
1364,1,1,0,19,1,0,0,0,3,0,SI
1365,1,1,2,19,0,0,4,3,3,0,SI
1366,1,1,2,18,1,0,4,3,0,1,SI
1367,1,1,0,16,1,0,0,1,0,1,NO
1368,1,1,4,20,1,1,1,1,0,1,SI
1369,1,1,1,19,1,0,0,3,3,0,SI
1370,1,1,2,19,1,0,2,0,1,1,SI
1371,1,1,2,20,1,0,4,2,3,0,SI
1372,1,1,2,19,1,0,0,0,0,1,SI
1373,1,1,4,25,1,4,4,1,0,1,SI
1374,1,1,3,21,1,0,0,0,0,1,SI
1375,1,1,0,18,0,0,4,1,0,0,SI
1376,1,1,1,18,1,1,0,3,3,0,SI
1377,1,0,3,20,0,0,0,3,0,1,SI
1378,1,1,3,20,1,0,0,2,3,0,SI
1379,1,1,4,20,0,0,0,4,3,0,SI
1380,1,1,2,19,1,0,0,3,0,1,SI
1381,1,1,1,19,1,0,4,0,0,1,SI
1382,1,1,4,22,1,0,4,3,3,0,SI
1383,1,1,0,18,0,4,4,4,1,1,SI
1384,1,1,0,17,1,0,0,3,0,1,SI
1385,1,1,2,19,0,0,0,2,3,0,SI
1386,1,1,2,17,0,4,0,1,2,1,SI
1387,1,1,0,17,1,2,4,0,0,1,SI
1388,1,1,1,18,1,0,0,1,3,0,SI
1389,1,1,0,20,0,0,3,3,3,0,SI
1390,1,1,3,18,1,1,4,1,0,1,SI
1391,1,1,4,20,1,1,0,1,1,1,SI
1392,1,1,4,19,0,1,0,3,0,1,SI
1393,1,1,1,18,1,1,0,1,3,0,SI
1394,1,1,2,18,1,1,0,3,0,1,SI
1395,1,1,2,17,0,1,0,3,3,0,SI
1396,1,1,4,20,1,1,0,1,0,1,SI
1397,1,1,4,19,1,1,0,1,1,1,SI
1398,1,1,3,21,1,1,0,3,3,0,SI
1399,1,1,3,19,0,1,4,3,3,0,SI
1400,1,1,0,16,1,0,4,4,1,1,SI
1401,1,1,1,19,1,0,1,3,3,0,SI
1402,1,0,2,18,0,0,0,3,0,1,SI
1403,1,1,4,20,0,0,0,3,0,1,SI
1404,1,1,4,18,1,1,0,1,2,1,SI
1405,1,1,2,18,1,0,0,0,3,0,SI
1406,1,1,1,17,0,0,0,0,0,1,SI
1407,1,1,3,19,0,0,0,3,0,0,SI
1408,1,1,2,19,0,0,4,3,0,1,SI
1409,1,1,3,19,1,4,0,3,0,1,SI
1410,1,1,3,18,1,0,1,0,1,1,SI
1411,1,1,0,17,0,0,0,0,0,1,SI
1412,1,1,3,19,1,0,4,1,1,1,SI
1413,1,1,0,18,1,0,0,1,3,0,SI
1414,1,1,1,29,1,0,0,3,3,0,SI
1415,1,1,4,24,1,0,0,2,3,0,SI
1416,1,1,4,24,0,0,4,2,3,0,SI
1417,1,1,2,19,0,0,4,2,3,0,SI
1418,1,1,3,18,1,1,4,1,0,1,SI
1419,1,1,0,16,0,4,0,0,0,1,SI
1420,1,1,0,17,0,0,0,3,3,0,SI
1421,1,1,3,20,1,0,0,3,3,0,SI
1422,1,1,2,18,1,0,0,0,0,1,SI
1423,1,1,3,21,1,0,0,1,3,0,SI
1424,1,1,1,17,1,0,4,3,0,1,SI
1425,1,1,1,18,1,0,0,0,3,0,SI
1426,1,1,3,20,1,1,0,1,0,1,SI
1427,1,1,4,20,1,0,0,0,0,1,SI
1428,1,1,2,20,0,0,0,3,0,1,SI
1429,1,1,2,20,0,2,0,3,3,0,SI
1430,1,1,4,21,0,1,0,3,3,0,SI
1431,1,1,2,18,1,0,0,1,1,1,SI
1432,1,1,0,17,1,2,0,0,0,1,NO
1433,1,1,1,18,1,1,0,3,0,1,SI
1434,1,1,2,19,1,0,0,3,3,1,SI
1435,1,1,0,17,1,0,4,2,1,1,SI
1436,1,0,2,18,0,2,4,0,1,1,SI
1437,1,1,0,18,1,0,0,0,3,0,SI
1438,1,1,4,26,1,4,0,3,3,0,SI
1439,1,1,2,18,0,0,4,4,3,0,SI
1440,1,1,2,17,1,1,0,1,0,1,SI
1441,1,1,1,18,1,1,0,1,0,1,SI
1442,1,1,2,17,1,1,0,1,2,1,SI
1443,1,1,2,18,1,1,0,1,3,0,SI
1444,1,1,4,19,1,1,0,0,0,1,SI
1445,1,1,2,18,0,1,3,4,3,0,SI
1446,1,1,3,18,1,1,0,0,2,1,SI
1447,1,1,0,20,1,1,0,3,3,0,SI
1448,1,1,1,21,0,4,4,3,3,0,SI
1449,1,1,3,19,1,0,0,3,3,0,SI
1450,1,1,1,18,1,1,0,1,3,0,SI
1451,1,1,1,20,1,0,0,0,0,1,SI
1452,1,1,4,20,0,1,4,2,3,0,SI
1453,1,1,3,19,1,1,0,3,3,0,SI
1454,1,1,2,18,0,0,0,3,3,1,SI
1455,1,1,4,20,1,0,0,1,3,0,SI
1456,1,1,1,19,0,0,0,2,0,1,SI
1457,1,1,1,18,1,0,0,1,3,1,SI
1458,1,1,2,17,1,0,0,1,3,0,SI
1459,1,1,1,18,0,0,0,1,3,0,SI
1460,1,1,4,22,0,1,0,3,3,0,SI
1461,1,1,1,19,1,0,3,3,3,0,SI
1462,1,1,4,20,1,1,0,2,0,1,SI
1463,1,1,1,17,0,1,0,3,3,0,SI
1464,1,1,1,29,1,4,4,0,3,0,SI
1465,1,0,1,19,0,0,0,1,0,1,SI
1466,1,1,4,19,0,2,0,3,0,1,SI
1467,1,1,1,17,1,1,0,1,2,1,SI
1468,1,1,0,17,0,0,0,0,0,1,SI
1469,1,1,2,17,1,1,4,2,0,1,SI
1470,1,1,3,19,1,0,0,3,0,1,SI
1471,1,1,3,20,0,0,0,3,3,0,SI
1472,1,1,3,18,1,0,0,1,0,1,SI
1473,1,1,4,23,1,4,0,0,1,1,SI
1474,1,1,3,18,0,0,4,3,3,0,SI
1475,1,1,4,19,1,1,4,2,3,0,SI
1476,1,1,2,18,1,4,0,1,3,0,SI
1477,1,1,1,18,1,1,0,0,3,0,SI
1478,1,1,1,19,0,0,0,3,3,0,SI
1479,1,1,2,19,1,1,0,3,3,0,SI
1480,1,1,4,18,0,4,0,3,3,0,SI
1481,1,1,2,19,0,0,0,3,3,0,SI
1482,1,1,4,28,1,0,0,3,3,0,SI
1483,1,1,3,19,1,0,4,4,0,1,SI
1484,1,1,2,18,0,1,0,2,3,0,SI
1485,1,1,0,18,1,0,1,0,3,0,SI
1486,1,1,3,24,1,1,0,1,3,0,SI
1487,1,1,0,17,1,0,0,1,2,1,SI
1488,1,1,3,18,0,0,3,0,3,1,SI
1489,1,1,1,20,1,0,0,3,0,1,SI
1490,1,1,1,17,1,0,0,1,3,0,SI
1491,1,1,2,20,1,0,0,0,0,1,SI
1492,1,1,2,18,1,0,0,3,0,1,SI
1493,1,1,2,18,1,0,0,1,1,1,SI
1494,1,1,4,21,1,3,1,2,0,1,SI
1495,1,1,2,19,1,1,0,1,3,0,SI
1496,1,1,4,19,1,1,4,3,3,0,SI
1497,1,1,3,20,1,1,0,0,3,0,SI
1498,1,1,4,20,0,1,4,2,3,0,SI
1499,1,1,4,19,1,1,0,1,1,1,SI
1500,1,1,4,18,1,1,4,0,1,1,SI
1501,1,1,4,20,1,1,0,0,0,1,SI
1502,1,1,1,20,0,1,4,2,3,0,SI
1503,1,1,4,19,1,1,4,3,3,0,SI
1504,1,1,3,18,0,1,0,0,0,1,SI
1505,1,1,4,20,0,1,4,3,1,1,SI
1506,1,1,4,21,1,1,0,0,3,0,SI
1507,1,1,4,23,1,1,0,3,3,0,SI
1508,1,1,3,17,1,1,0,1,0,1,SI
1509,1,1,1,18,1,1,0,3,3,0,SI
1510,1,1,4,20,1,1,0,1,3,0,SI
1511,1,1,2,18,1,1,1,1,0,1,SI
1512,1,1,0,18,0,0,4,3,1,1,SI
1513,1,1,2,20,0,0,3,2,3,0,SI
1514,1,1,4,19,1,1,0,3,0,1,SI
1515,1,1,3,23,0,0,0,2,3,0,SI
1516,1,1,0,19,1,0,0,1,3,0,SI
1517,1,1,3,19,1,1,1,3,0,1,SI
1518,1,1,1,18,1,0,0,1,2,1,SI
1519,1,1,2,19,1,0,0,3,0,1,SI
1520,1,1,4,19,0,4,0,2,0,1,SI
1521,1,1,1,17,1,1,0,1,0,1,SI
1522,1,1,1,18,1,1,0,3,3,0,SI
1523,1,1,1,18,1,2,4,1,0,1,SI
1524,1,1,0,19,1,0,0,3,3,0,SI
1525,1,1,1,19,0,0,0,1,3,0,SI
1526,1,1,4,21,0,1,0,3,3,0,SI
1527,1,1,1,19,0,0,4,4,3,0,SI
1528,0,0,0,15,0,4,0,3,3,0,NO
1529,1,1,2,19,0,0,0,3,3,0,SI
1530,1,1,1,17,0,0,0,3,0,0,SI
1531,1,1,1,20,0,2,0,2,0,1,SI
1532,1,1,1,18,0,3,4,3,0,1,SI
1533,1,1,1,19,1,0,1,3,1,1,SI
1534,1,1,1,18,1,0,0,1,0,1,SI
1535,1,1,1,18,1,1,4,3,0,1,SI
1536,1,1,1,19,0,0,0,3,3,0,SI
1537,1,1,2,20,1,4,1,0,0,1,SI
1538,1,1,3,20,1,0,0,2,3,0,SI
1539,1,1,2,22,1,1,4,1,1,1,SI
1540,1,1,2,19,1,0,0,3,2,1,SI
1541,1,1,2,17,1,4,0,1,0,1,SI
1542,1,1,4,22,1,4,0,0,3,0,SI
1543,1,1,0,24,1,1,0,0,3,0,SI
1544,1,1,2,20,1,2,0,3,3,0,SI
1545,1,1,4,20,1,0,4,3,3,0,SI
1546,1,1,2,19,1,0,3,1,0,1,SI
1547,1,1,1,18,0,3,0,3,0,1,SI
1548,1,1,0,20,0,4,0,2,0,1,SI
1549,0,0,0,16,0,0,0,3,3,1,NO
1550,1,1,2,20,1,0,0,1,0,1,SI
1551,1,1,3,18,1,1,0,3,2,1,SI
1552,1,1,4,20,1,1,1,1,0,1,SI
1553,1,1,2,17,1,1,0,3,0,1,SI
1554,1,1,3,21,1,1,0,0,0,1,SI
1555,1,1,2,19,1,1,0,1,3,0,SI
1556,1,1,3,19,0,1,0,3,3,0,SI
1557,1,1,4,19,0,1,0,2,3,0,SI
1558,1,1,4,21,1,1,1,0,3,0,SI
1559,1,1,2,20,1,1,0,1,0,1,SI
1560,1,1,2,17,1,1,0,3,2,1,SI
1561,1,1,0,17,1,0,0,3,0,1,SI
1562,1,1,3,19,1,0,4,1,0,1,SI
1563,1,1,2,19,0,0,4,3,3,0,SI
1564,1,1,2,19,0,0,4,4,0,1,SI
1565,1,1,3,29,0,0,1,3,3,0,SI
1566,1,1,4,20,0,0,4,3,3,0,SI
1567,1,1,1,18,1,0,3,3,0,1,SI
1568,1,1,2,19,0,0,0,3,3,0,SI
1569,1,1,2,18,1,0,0,1,3,0,SI
1570,1,1,2,21,1,0,4,0,3,0,SI
1571,1,1,3,19,0,1,0,3,3,0,SI
1572,1,1,2,18,1,1,4,0,3,0,SI
1573,1,1,0,17,1,0,0,1,1,1,SI
1574,1,1,2,18,1,0,0,0,1,1,SI
1575,1,1,4,21,1,0,0,0,0,1,SI
1576,1,0,1,18,0,0,4,3,3,0,SI
1577,1,1,4,22,0,0,4,3,0,1,SI
1578,1,1,1,19,0,0,0,3,0,1,SI
1579,1,1,0,19,1,0,3,3,1,1,SI
1580,1,1,2,17,1,0,4,0,1,1,SI
1581,1,1,2,19,1,4,0,1,3,0,SI
1582,1,1,3,19,1,1,0,1,0,1,SI
1583,1,1,0,17,1,2,0,1,0,1,SI
1584,1,1,2,19,1,0,1,1,0,1,SI
1585,1,1,2,19,1,0,0,0,0,1,SI
1586,1,1,0,17,0,0,0,0,0,1,SI
1587,1,1,2,22,0,0,4,3,3,0,SI
1588,1,1,0,16,1,2,0,1,0,1,NO
1589,1,1,1,19,1,0,0,3,3,0,SI
1590,1,1,2,24,0,3,4,2,3,1,SI
1591,1,1,2,18,1,0,4,3,3,0,SI
1592,1,1,4,20,0,0,0,3,3,0,SI
1593,1,1,1,18,1,0,4,1,0,1,SI
1594,1,1,0,19,1,0,4,3,0,1,SI
1595,1,1,3,20,1,0,4,0,0,1,SI
1596,1,1,0,17,0,4,4,3,3,0,SI
1597,1,1,1,18,1,0,0,0,0,1,SI
1598,1,1,2,18,1,1,0,1,0,1,SI
1599,1,1,1,18,1,1,0,3,3,0,SI
1600,1,1,3,20,1,1,0,0,0,1,SI
1601,1,1,4,21,1,1,0,0,3,0,SI
1602,1,1,2,19,1,1,4,1,2,1,SI
1603,1,1,3,18,0,1,4,3,3,0,SI
1604,1,1,4,18,1,1,0,1,3,0,SI
1605,1,1,1,19,0,0,0,3,3,0,SI
1606,1,1,2,17,0,2,0,3,0,1,SI
1607,1,1,2,19,1,0,4,3,0,1,SI
1608,1,1,2,33,0,4,0,3,3,0,SI
1609,1,1,2,19,1,0,0,3,0,1,SI
1610,1,1,1,22,1,0,0,3,3,0,SI
1611,1,1,2,19,0,0,0,1,0,1,SI
1612,1,1,4,20,1,1,4,0,0,1,SI
1613,1,1,4,19,1,1,0,3,0,1,SI
1614,1,1,1,18,1,0,1,2,3,0,SI
1615,1,1,0,18,1,0,0,3,0,1,SI
1616,0,0,1,21,0,2,0,3,3,0,NO
1617,1,1,2,18,1,1,4,3,0,1,SI
1618,1,1,0,16,1,3,0,0,0,1,SI
